-0.555556	-1.66667	3.88889	
-0.555556	-0.555556	3.88889	
-0.555556	0.555556	3.88889	
-0.555556	1.66667	3.88889	
-0.555556	2.77778	3.88889	
-0.555556	3.88889	3.88889	
0.997487	5.2	-0.142498	
0.997487	-5.2	0.142498	
0.555556	-3.88889	3.88889	
0.555556	-2.77778	3.88889	
0.555556	-1.66667	3.88889	
0.555556	-0.555556	3.88889	
0.555556	0.555556	3.88889	
0.555556	1.66667	3.88889	
0.555556	2.77778	3.88889	
0.555556	3.88889	3.88889	
0.997487	5.2	0.142498	
0.979786	-5.2	0.419908	
1.66667	-3.88889	3.88889	
1.66667	-2.77778	3.88889	
1.66667	-1.66667	3.88889	
1.66667	-0.555556	3.88889	
1.66667	0.555556	3.88889	
1.66667	1.66667	3.88889	
1.66667	2.77778	3.88889	
1.66667	3.88889	3.88889	
0.979786	5.2	0.419908	
0.953433	-5.2	0.681024	
2.77778	-3.88889	3.88889	
2.77778	-2.77778	3.88889	
2.77778	-1.66667	3.88889	
2.77778	-0.555556	3.88889	
2.77778	0.555556	3.88889	
2.77778	1.66667	3.88889	
2.77778	2.77778	3.88889	
2.77778	3.88889	3.88889	
0.953433	5.2	0.681024	
0.926777	-5.2	0.926777	
3.88889	-3.88889	3.88889	
3.88889	-2.77778	3.88889	
3.88889	-1.66667	3.88889	
3.88889	-0.555556	3.88889	
3.88889	0.555556	3.88889	
3.88889	1.66667	3.88889	
3.88889	2.77778	3.88889	
3.88889	3.88889	3.88889	
0.926777	5.2	0.926777	
5	3.88889	-5	
4.8	0.926777	-0.926777	
4.8	0.953433	-0.681024	
4.8	0.979786	-0.419908	
4.8	0.997487	-0.142498	
4.8	0.997487	0.142498	
4.8	0.979786	0.419908	
4.8	0.953433	0.681024	
4.8	0.926777	0.926777	
5	3.88889	5	
-5	5	-5	
-5	5	-3.88889	
-5	5	-2.77778	
-5	5	-1.66667	
-5	5	-0.555556	
-5	5	0.555556	
-5	5	1.66667	
-5	5	2.77778	
-5	5	3.88889	
-5	5	5	
5	-5	-3.88889	
-0.926777	-0.926777	5.2	
-0.681024	-0.953433	5.2	
-0.419908	-0.979786	5.2	
-0.142498	-0.997487	5.2	
0.142498	-0.997487	5.2	
0.419908	-0.979786	5.2	
0.681024	-0.953433	5.2	
0.926777	-0.926777	5.2	
5	5	-3.88889	
5	-5	-2.77778	
-0.953433	-0.681024	5.2	
-0.853553	-0.853553	6.8	
-0.557248	-0.928746	6.8	
-0.198058	-0.99029	6.8	
0.198058	-0.99029	6.8	
0.557248	-0.928746	6.8	
0.853553	-0.853553	6.8	
0.953433	-0.681024	5.2	
5	5	-2.77778	
5	-5	-1.66667	
-0.979786	-0.419908	5.2	
-0.928746	-0.557248	6.8	
-3.12132	-3.12132	7	
-1.28202	-3.84605	7	
1.28202	-3.84605	7	
3.12132	-3.12132	7	
0.928746	-0.557248	6.8	
0.979786	-0.419908	5.2	
5	5	-1.66667	
5	-5	-0.555556	
-0.997487	-0.142498	5.2	
-0.99029	-0.198058	6.8	
-3.84605	-1.28202	7	
-2.82843	-2.82843	8	
2.82843	-2.82843	8	
3.84605	-1.28202	7	
0.99029	-0.198058	6.8	
0.997487	-0.142498	5.2	
5	5	-0.555556	
5	-5	0.555556	
-0.997487	0.142498	5.2	
-0.99029	0.198058	6.8	
-3.84605	1.28202	7	
-2.82843	2.82843	8	
2.82843	2.82843	8	
3.84605	1.28202	7	
0.99029	0.198058	6.8	
0.997487	0.142498	5.2	
5	5	0.555556	
5	-5	1.66667	
-0.979786	0.419908	5.2	
-0.928746	0.557248	6.8	
-3.12132	3.12132	7	
-1.28202	3.84605	7	
1.28202	3.84605	7	
3.12132	3.12132	7	
0.928746	0.557248	6.8	
0.979786	0.419908	5.2	
5	5	1.66667	
5	-5	2.77778	
-0.953433	0.681024	5.2	
-0.853553	0.853553	6.8	
-0.557248	0.928746	6.8	
-0.198058	0.99029	6.8	
0.198058	0.99029	6.8	
0.557248	0.928746	6.8	
0.853553	0.853553	6.8	
0.953433	0.681024	5.2	
5	5	2.77778	
5	-5	3.88889	
-0.926777	0.926777	5.2	
-0.681024	0.953433	5.2	
-0.419908	0.979786	5.2	
-0.142498	0.997487	5.2	
0.142498	0.997487	5.2	
0.419908	0.979786	5.2	
0.681024	0.953433	5.2	
0.926777	0.926777	5.2	
5	5	3.88889	
5	5	-5	
5	5	-3.88889	
5	5	-2.77778	
5	5	-1.66667	
5	5	-0.555556	
5	5	0.555556	
5	5	1.66667	
5	5	2.77778	
5	5	3.88889	
5	5	5	
